input,lon,lat,status,distance_to_nature_m,date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,Efficiency_Era,full_address,city_median_sqm_price,Price_Deviation_%,Nature_Proximity
"Fynsvej 41, 4000 Roskilde",12.09785874,55.66142926,success,4300.061746995471,2023-03-29,2023Q1,113752,Villa,regular_sale,1967,3300000,-8.0,4,126.0,26190.477,Fynsvej 41,4000,Roskilde,Other islands,Zealand,1.75,3.31,4.79,E (Minimal),"Fynsvej 41, 4000 Roskilde",21404.109375,22.361907723619076,Close (1-5km)
"Fredensvej 12, 4220 Korsør",11.14870543,55.32403972,success,36094.165993351686,2023-11-15,2023Q4,58084,Villa,regular_sale,1953,1357000,-3.0,3,80.0,16962.5,Fredensvej 12,4220,Korsør,Other islands,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Fredensvej 12, 4220 Korsør",9354.1728515625,81.33618299737344,Distant (>10km)
"Vinkelvej 14B, 4295 Stenlille",11.54601987,55.53089886,success,40159.39992030354,2024-04-15,2024Q2,20090,Townhouse,regular_sale,1985,775000,0.0,3,90.0,8611.111,Vinkelvej 14B,4295,Stenlille,Other islands,Zealand,3.6,1.13,4.34,D (Standard),"Vinkelvej 14B, 4295 Stenlille",9379.8447265625,-8.195587675993687,Distant (>10km)
"Valmuevangen 14, 9240 Nibe",9.64142765,56.97701149,success,14377.450586517814,2022-02-24,2022Q1,201346,Villa,regular_sale,1966,1745000,0.0,5,128.0,13632.8125,Valmuevangen 14,9240,Nibe,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Valmuevangen 14, 9240 Nibe",8329.9287109375,63.660614311135944,Distant (>10km)
"Murskeen 7, 3. 108, 2630 Taastrup",12.2718162,55.65350571,success,4228.958366316278,2022-04-19,2022Q2,186909,Apartment,regular_sale,1973,2175000,-1.0,4,97.0,22422.68,"Murskeen 7, 3. 108",2630,Taastrup,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,E (Minimal),"Murskeen 7, 3. 108, 2630 Taastrup",19736.841796875,13.608245525128837,Close (1-5km)
"Anemonen 505, 2635 Ishøj",12.30405868,55.61992383,success,7871.099319292181,2024-10-03,2024Q4,956,Summerhouse,regular_sale,1999,291273,0.0,3,41.0,7104.2197,Anemonen 505,2635,Ishøj,"Capital, Copenhagen",Zealand,3.1,,,C (Modern),"Anemonen 505, 2635 Ishøj",18181.818359375,-60.92679188548055,Nearby (5-10km)
"Mårstien 6, 4500 Nykøbing Sj",11.46307664,55.95305538,success,47515.539889842126,2023-09-10,2023Q3,76081,Summerhouse,family_sale,2020,922080,0.0,3,56.0,16465.715,Mårstien 6,4500,Nykøbing Sj,Other islands,Zealand,3.1,3.31,4.79,B/A (High Efficiency),"Mårstien 6, 4500 Nykøbing Sj",11785.7138671875,39.70910060520007,Distant (>10km)
"Gaaseager 89, 2600 Glostrup",12.42569911,55.68115068,success,4163.642666905573,2024-04-22,2024Q2,18394,Townhouse,regular_sale,2017,4375000,-3.0,5,124.0,35282.258,Gaaseager 89,2600,Glostrup,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,B/A (High Efficiency),"Gaaseager 89, 2600 Glostrup",21403.5078125,64.84334307059044,Close (1-5km)
"Engsøparken 27, 7200 Grindsted",8.89554683,55.76105721,success,38556.15292727488,2022-06-14,2022Q2,172111,Villa,regular_sale,1952,3150000,-4.0,4,236.0,13347.458,Engsøparken 27,7200,Grindsted,South jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Engsøparken 27, 7200 Grindsted",7890.919921875,69.14958129040227,Distant (>10km)
"Lundemarken 70, 4400 Kalundborg",11.069757,55.68239718,success,45426.97770087984,2022-05-19,2022Q2,178166,Villa,regular_sale,1900,1300000,0.0,5,162.0,8024.6914,Lundemarken 70,4400,Kalundborg,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Lundemarken 70, 4400 Kalundborg",9974.5908203125,-19.548665696558473,Distant (>10km)
"Guldsmedestien 73, st. mf, 2990 Nivå",12.50686526,55.93760869,success,14782.078531476416,2023-12-17,2023Q4,49209,Apartment,regular_sale,2023,2520000,-1.0,2,79.0,31898.734,"Guldsmedestien 73, st. mf",2990,Nivå,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,B/A (High Efficiency),"Guldsmedestien 73, st. mf, 2990 Nivå",20231.66015625,57.667409044263664,Distant (>10km)
"Sasserod 45, 5462 Morud",10.13150272,55.43780777,success,926.3715092090852,2022-12-20,2022Q4,133121,Villa,regular_sale,1877,2850000,-5.0,6,264.0,10795.454,Sasserod 45,5462,Morud,Fyn & islands,Fyn & islands,0.65,7.7,3.73,G/F (Pre-Insulation),"Sasserod 45, 5462 Morud",7989.94970703125,35.11291681926825,Immediate (<1km)
"Havklitvej 121, 6950 Ringkøbing",8.11149104,56.08849209,success,28778.398510332143,2022-04-19,2022Q2,186661,Summerhouse,family_sale,1971,1300000,0.0,4,63.0,20634.92,Havklitvej 121,6950,Ringkøbing,South jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Havklitvej 121, 6950 Ringkøbing",12108.146484375,70.42178956542526,Distant (>10km)
"Tyreengen 38, 3. tv, 4220 Korsør",11.16388393,55.32547896,success,37016.18484467292,2022-10-27,2022Q4,142587,Apartment,regular_sale,1971,700000,-5.0,3,78.0,8974.359,"Tyreengen 38, 3. tv",4220,Korsør,Other islands,Zealand,0.65,7.7,3.73,E (Minimal),"Tyreengen 38, 3. tv, 4220 Korsør",9354.1728515625,-4.060364102626742,Distant (>10km)
"Grundtvigsvej 25, 4500 Nykøbing Sj",11.66815607,55.92430206,success,35141.501312539694,2022-05-13,2022Q2,179930,Villa,regular_sale,1902,1495000,0.0,5,145.0,10310.345,Grundtvigsvej 25,4500,Nykøbing Sj,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Grundtvigsvej 25, 4500 Nykøbing Sj",11785.7138671875,-12.518284061965579,Distant (>10km)
"Vigerslevvej 285B, 2. th, 2500 Valby",12.49232641,55.64884594,success,8224.630977349516,2023-11-16,2023Q4,57631,Apartment,regular_sale,1940,1699000,0.0,2,49.0,34673.47,"Vigerslevvej 285B, 2. th",2500,Valby,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Vigerslevvej 285B, 2. th, 2500 Valby",32500.0,6.687596153846154,Nearby (5-10km)
"Pæretræsdalen 21, 3700 Rønne",14.70818976,55.10472213,success,154651.70573800284,2022-01-19,2022Q1,211309,Villa,regular_sale,1946,1645000,0.0,2,75.0,21933.334,Pæretræsdalen 21,3700,Rønne,Bornholm,Bornholm,0.0,7.7,3.73,G/F (Pre-Insulation),"Pæretræsdalen 21, 3700 Rønne",8424.00927734375,160.366925798199,
"Skovbo Alle 42, 2670 Greve",12.26104505,55.5997442,success,6151.514386326719,2023-03-21,2023Q1,115790,Villa,regular_sale,2016,5500000,-5.0,6,178.0,30898.877,Skovbo Alle 42,2670,Greve,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,B/A (High Efficiency),"Skovbo Alle 42, 2670 Greve",19161.8212890625,61.25229688245746,Nearby (5-10km)
"A. Nielsens Vej 13, 9670 Løgstør",9.25695011,56.96469667,success,36587.139258619485,2023-06-22,2023Q2,93185,Villa,regular_sale,1960,725000,-15.0,4,194.0,3737.1133,A. Nielsens Vej 13,9670,Løgstør,North jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"A. Nielsens Vej 13, 9670 Løgstør",6565.65673828125,-43.0808915205595,Distant (>10km)
"Amager Strandvej 142D, 1. tv, 2300 København S",12.63452949,55.65844457,success,11507.18234560691,2022-11-02,2022Q4,141591,Apartment,regular_sale,2015,9475000,-3.0,4,131.0,72328.24,"Amager Strandvej 142D, 1. tv",2300,København S,"Capital, Copenhagen",Zealand,0.65,7.7,3.73,B/A (High Efficiency),"Amager Strandvej 142D, 1. tv, 2300 København S",35377.359375,104.44782613880434,Distant (>10km)
"Fuglsevej 21, 4960 Holeby",11.50831105,54.70907248,success,50674.28989754108,2022-01-12,2022Q1,213377,Villa,regular_sale,1900,2100000,5.0,11,340.0,6176.4707,Fuglsevej 21,4960,Holeby,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Fuglsevej 21, 4960 Holeby",4430.3798828125,39.41176302028629,Distant (>10km)
"Kålundsvej 18, 9000 Aalborg",9.96977762,57.04408986,success,3782.454659650138,2023-04-19,2023Q2,109451,Villa,regular_sale,1960,1670000,-4.0,4,124.0,13467.742,Kålundsvej 18,9000,Aalborg,North jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Kålundsvej 18, 9000 Aalborg",19246.03125,-30.02327590266175,Close (1-5km)
"Offenbachsvej 73, 7500 Holstebro",8.58308981,56.3774237,success,9427.864207100463,2022-09-30,2022Q3,149358,Townhouse,regular_sale,1982,1400000,0.0,4,126.0,11111.111,Offenbachsvej 73,7500,Holstebro,South jutland,Jutland,0.0,7.7,3.73,D (Standard),"Offenbachsvej 73, 7500 Holstebro",10259.25341796875,8.303312877175335,Nearby (5-10km)
"Valdemarsvej 2, 2960 Rungsted Kyst",12.52111819,55.8860703,success,8979.627912588288,2024-09-16,2024Q3,41309,Villa,regular_sale,1911,11700000,-2.0,6,158.0,74050.63,Valdemarsvej 2,2960,Rungsted Kyst,"Capital, Copenhagen",Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Valdemarsvej 2, 2960 Rungsted Kyst",31017.857421875,138.73548648230167,Nearby (5-10km)
"Tyreengen 52, 3. th, 4220 Korsør",11.16517613,55.3256493,success,37093.92501534426,2024-07-08,2024Q3,1447155,Apartment,regular_sale,1971,607500,-1.0,3,78.0,7788.4614,"Tyreengen 52, 3. th",4220,Korsør,Other islands,Zealand,3.35,1.13,4.34,E (Minimal),"Tyreengen 52, 3. th, 4220 Korsør",9354.1728515625,-16.738106624999098,Distant (>10km)
"Liengård 29, 9640 Farsø",9.21538573,56.68454554,success,19549.999395273662,2024-09-11,2024Q3,41974,Summerhouse,regular_sale,1968,575000,-3.0,3,53.0,10849.057,Liengård 29,9640,Farsø,North jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Liengård 29, 9640 Farsø",7083.33349609375,53.16314905415558,Distant (>10km)
"Tarrelyk 8, 6200 Aabenraa",9.41594464,55.02432332,success,7771.450490698122,2023-10-08,2023Q4,68412,Villa,regular_sale,1994,2695000,0.0,5,160.0,16843.75,Tarrelyk 8,6200,Aabenraa,South jutland,Jutland,3.6,3.31,4.79,D (Standard),"Tarrelyk 8, 6200 Aabenraa",9336.6337890625,80.40495515344934,Nearby (5-10km)
"Lyngbyvej 345A, 1. tv, 2820 Gentofte",12.53408936,55.74165378,success,351.5385118685981,2023-03-07,2023Q1,118736,Apartment,regular_sale,1938,1850000,-7.0,3,70.0,26428.572,"Lyngbyvej 345A, 1. tv",2820,Gentofte,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Lyngbyvej 345A, 1. tv, 2820 Gentofte",29230.76953125,-9.586464231224669,Immediate (<1km)
"Skoleparken 75, 7500 Holstebro",8.60802331,56.37238585,success,8616.451738532085,2023-08-13,2023Q3,78949,Villa,regular_sale,1973,2260000,-2.0,6,144.0,15694.444,Skoleparken 75,7500,Holstebro,South jutland,Jutland,3.1,3.31,4.79,E (Minimal),"Skoleparken 75, 7500 Holstebro",10259.25341796875,52.97842539350075,Nearby (5-10km)
"Konemadevej 42, 4942 Askø",11.49214271,54.8972869,success,47158.00897815409,2022-02-06,2022Q1,206231,Villa,family_sale,1890,300000,0.0,3,80.0,3750.0,Konemadevej 42,4942,Askø,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Konemadevej 42, 4942 Askø",8041.095703125,-53.36456450154371,Distant (>10km)
"Fægangsvej 7, 8585 Glesborg",10.70711843,56.52858868,success,64208.84777230863,2023-09-27,2023Q3,71094,Villa,regular_sale,1935,395000,0.0,5,145.0,2724.138,Fægangsvej 7,8585,Glesborg,East & mid jutland,Jutland,3.1,3.31,4.79,G/F (Pre-Insulation),"Fægangsvej 7, 8585 Glesborg",9820.5126953125,-72.26073603312582,Distant (>10km)
"Røsnæsvej 237, 4400 Kalundborg",10.99561426,55.72846253,success,46606.842805676,2023-02-27,2023Q1,120654,Villa,regular_sale,1900,800000,-11.0,4,129.0,6201.5503,Røsnæsvej 237,4400,Kalundborg,Other islands,Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Røsnæsvej 237, 4400 Kalundborg",9974.5908203125,-37.82651935616485,Distant (>10km)
"Doktorstien 9, 9990 Skagen",10.52959077,57.72972015,success,79547.01688019227,2022-04-04,2022Q2,190406,Summerhouse,regular_sale,2009,12000000,0.0,5,194.0,61855.67,Doktorstien 9,9990,Skagen,North jutland,Jutland,0.0,7.7,3.73,C (Modern),"Doktorstien 9, 9990 Skagen",13888.888671875,345.3608444587632,Distant (>10km)
"Tyttebærvej 21E, 8600 Silkeborg",9.61672033,56.13483201,success,50556.03809820063,2024-02-13,2024Q1,34847,Townhouse,regular_sale,1968,1075000,0.0,2,49.0,21938.775,Tyttebærvej 21E,8600,Silkeborg,East & mid jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Tyttebærvej 21E, 8600 Silkeborg",14794.48193359375,48.290257740007384,Distant (>10km)
"Barsmark Bygade 29, 6200 Aabenraa",9.48069187,55.09044819,success,15769.22403630218,2024-09-19,2024Q3,40741,Villa,regular_sale,1961,650000,-13.0,3,79.0,8227.848,Barsmark Bygade 29,6200,Aabenraa,South jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Barsmark Bygade 29, 6200 Aabenraa",9336.6337890625,-11.875651951899403,Distant (>10km)
"Marielyst Strandpark 51, 4873 Væggerløse",11.95397307,54.69796382,success,78668.89843915365,2023-01-28,2023Q1,127223,Villa,regular_sale,2010,1475000,-1.0,4,93.0,15860.215,Marielyst Strandpark 51,4873,Væggerløse,Other islands,Zealand,1.75,3.31,4.79,B/A (High Efficiency),"Marielyst Strandpark 51, 4873 Væggerløse",11397.78857421875,39.1516849121508,Distant (>10km)
"Lyongade 24, 2. tv, 2300 København S",12.60932873,55.66033854,success,10530.80762408371,2023-09-04,2023Q3,77435,Apartment,regular_sale,1941,3400000,-3.0,3,70.0,48571.43,"Lyongade 24, 2. tv",2300,København S,"Capital, Copenhagen",Zealand,3.1,3.31,4.79,G/F (Pre-Insulation),"Lyongade 24, 2. tv, 2300 København S",35377.359375,37.29523781761905,Distant (>10km)
"Skadevænget 63, 4050 Skibby",11.85792405,55.74522743,success,20992.339374793806,2022-04-24,2022Q2,185493,Summerhouse,regular_sale,1974,3300000,-6.0,4,104.0,31730.77,Skadevænget 63,4050,Skibby,Other islands,Zealand,0.0,7.7,3.73,E (Minimal),"Skadevænget 63, 4050 Skibby",11721.44384765625,170.70700456065995,Distant (>10km)
"Valby Tingsted 10, st, 2500 Valby",12.51437935,55.66539067,success,7312.176828349499,2023-10-23,2023Q4,64484,Apartment,regular_sale,1941,2712500,0.0,3,71.0,38204.227,"Valby Tingsted 10, st",2500,Valby,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Valby Tingsted 10, st, 2500 Valby",32500.0,17.551466346153845,Nearby (5-10km)
"Møllevej 34, 9520 Skørping",9.89432629,56.83876406,success,4852.6566324449295,2022-08-10,2022Q3,159964,Villa,regular_sale,1971,2198000,0.0,6,144.0,15263.889,Møllevej 34,9520,Skørping,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Møllevej 34, 9520 Skørping",7941.17626953125,92.21193629008808,Close (1-5km)
"Læssøegade 22, 8600 Silkeborg",9.54804193,56.1612602,success,45413.892935589145,2023-11-09,2023Q4,59759,Villa,regular_sale,1908,2901022,4.0,4,141.0,20574.625,Læssøegade 22,8600,Silkeborg,East & mid jutland,Jutland,3.6,3.31,4.79,G/F (Pre-Insulation),"Læssøegade 22, 8600 Silkeborg",14794.48193359375,39.06958751479706,Distant (>10km)
"Krik Strandvej 120, 7770 Vestervig",8.25989411,56.77931407,success,24669.009006032786,2022-07-25,2022Q3,163091,Villa,regular_sale,1964,745000,-5.0,3,102.0,7303.9214,Krik Strandvej 120,7770,Vestervig,South jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Krik Strandvej 120, 7770 Vestervig",7900.0,-7.545298902294303,Distant (>10km)
"Stationsvej 33, 6230 Rødekro",9.33405835,55.1337451,success,20534.188973878245,2022-06-19,2022Q2,170852,Villa,regular_sale,1957,540000,0.0,4,90.0,6000.0,Stationsvej 33,6230,Rødekro,South jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Stationsvej 33, 6230 Rødekro",6861.605224609375,-12.556904636821706,Distant (>10km)
"Grønhøjvej 42, 8462 Harlev J",10.00121044,56.1473921,success,65166.0443352199,2023-09-10,2023Q3,75859,Villa,regular_sale,1971,2800000,-3.0,6,180.0,15555.556,Grønhøjvej 42,8462,Harlev J,East & mid jutland,Jutland,3.1,3.31,4.79,E (Minimal),"Grønhøjvej 42, 8462 Harlev J",14000.0,11.111111886160714,Distant (>10km)
"Jernbanegade 31B, 2. tv, 4690 Haslev",11.96375997,55.32747991,success,34685.47882800998,2024-03-11,2024Q1,28630,Apartment,regular_sale,1911,4400000,0.0,3,73.0,60273.973,"Jernbanegade 31B, 2. tv",4690,Haslev,Other islands,Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Jernbanegade 31B, 2. tv, 4690 Haslev",11011.34375,447.3807195988228,Distant (>10km)
"Broholms Alle 13C, st. tv, 2920 Charlottenlund",12.58320687,55.76121296,success,3244.7060533994777,2023-11-01,2023Q4,61888,Apartment,regular_sale,1939,3960000,-3.0,4,83.0,47710.844,"Broholms Alle 13C, st. tv",2920,Charlottenlund,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Broholms Alle 13C, st. tv, 2920 Charlottenlund",35919.5390625,32.826993316877285,Close (1-5km)
"Lergravsvej 54, st. th, 2300 København S",12.62611875,55.66365608,success,10732.260964162975,2023-02-04,2023Q1,125774,Apartment,regular_sale,2006,4400000,-2.0,3,93.0,47311.83,"Lergravsvej 54, st. th",2300,København S,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,C (Modern),"Lergravsvej 54, st. th, 2300 København S",35377.359375,33.734764156630895,Distant (>10km)
"Ceresbyen 40, 4. 1, 8000 Aarhus C",10.19186279,56.15646323,success,70326.88692143877,2024-02-05,2024Q1,36613,Apartment,regular_sale,2017,3700000,-3.0,3,83.0,44578.312,"Ceresbyen 40, 4. 1",8000,Aarhus C,East & mid jutland,Jutland,3.6,1.13,4.34,B/A (High Efficiency),"Ceresbyen 40, 4. 1, 8000 Aarhus C",35833.33203125,24.404597543771715,Distant (>10km)
"Rådyrvænget 151, 5800 Nyborg",10.787277,55.34347605,success,13245.428462803628,2023-04-27,2023Q2,106991,Villa,regular_sale,1984,1928000,0.0,5,127.0,15181.103,Rådyrvænget 151,5800,Nyborg,Fyn & islands,Fyn & islands,2.6,3.31,4.79,D (Standard),"Rådyrvænget 151, 5800 Nyborg",11213.2353515625,35.38556949085262,Distant (>10km)
"Lerbjergstien 6, 3460 Birkerød",12.365866,55.85216004,success,8832.7589792398,2022-07-08,2022Q3,166049,Summerhouse,regular_sale,1936,2950000,-10.0,2,66.0,44696.97,Lerbjergstien 6,3460,Birkerød,North Zealand,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Lerbjergstien 6, 3460 Birkerød",23914.8544921875,86.90044200185955,Nearby (5-10km)
"Brovænget 8, 6800 Varde",8.48247754,55.6191253,success,28191.99910015916,2023-05-16,2023Q2,102476,Townhouse,other_sale,1975,790000,0.0,2,59.0,13389.83,Brovænget 8,6800,Varde,South jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Brovænget 8, 6800 Varde",8878.7578125,50.80747060443598,Distant (>10km)
"Kalleruphaven 85, 2640 Hedehusene",12.19709137,55.66074357,success,1453.281718897039,2022-03-30,2022Q1,191803,Summerhouse,regular_sale,1974,1200000,-7.0,2,50.0,24000.0,Kalleruphaven 85,2640,Hedehusene,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,E (Minimal),"Kalleruphaven 85, 2640 Hedehusene",18783.783203125,27.769788122379918,Close (1-5km)
"Ranunkelvej 2, 7080 Børkop",9.70918692,55.63768744,success,33689.322057627745,2022-08-02,2022Q3,161652,Villa,regular_sale,2023,350000,0.0,5,160.0,2187.5,Ranunkelvej 2,7080,Børkop,South jutland,Jutland,0.0,7.7,3.73,B/A (High Efficiency),"Ranunkelvej 2, 7080 Børkop",11016.94921875,-80.1442308885563,Distant (>10km)
"Torvet 6B, 1. tv, 4690 Haslev",11.96431817,55.32660357,success,34763.52915297322,2023-12-12,2023Q4,50682,Apartment,regular_sale,1983,1225000,-12.0,3,96.0,12760.417,"Torvet 6B, 1. tv",4690,Haslev,Other islands,Zealand,3.6,3.31,4.79,D (Standard),"Torvet 6B, 1. tv, 4690 Haslev",11011.34375,15.884285168987663,Distant (>10km)
"Dalumvej 4, 8270 Højbjerg",10.17115418,56.11866792,success,73118.12813534959,2023-05-07,2023Q2,105027,Villa,regular_sale,2019,7198000,0.0,5,172.0,41848.836,Dalumvej 4,8270,Højbjerg,East & mid jutland,Jutland,2.6,3.31,4.79,B/A (High Efficiency),"Dalumvej 4, 8270 Højbjerg",20869.564453125,100.52567954399055,Distant (>10km)
"Strandlund 12, 3250 Gilleleje",12.24151755,56.12075125,success,36.80026780374936,2023-06-06,2023Q2,97714,Summerhouse,family_sale,2022,2341876,0.0,4,64.0,36591.812,Strandlund 12,3250,Gilleleje,North Zealand,Zealand,2.6,3.31,4.79,B/A (High Efficiency),"Strandlund 12, 3250 Gilleleje",16761.36328125,118.3104792014932,Immediate (<1km)
"Lodsgården 1A, st. 8, 2791 Dragør",12.65841958,55.59204968,success,18726.331758336284,2024-02-22,2024Q1,32559,Apartment,regular_sale,1973,1800000,-10.0,2,43.0,41860.465,"Lodsgården 1A, st. 8",2791,Dragør,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,E (Minimal),"Lodsgården 1A, st. 8, 2791 Dragør",23200.94921875,80.42565607583067,Distant (>10km)
"Lyngvejen 13, 3720 Aakirkeby",14.97084849,55.00525203,success,174766.95858670358,2023-10-31,2023Q4,62070,Summerhouse,family_sale,1951,365500,0.0,3,37.0,9878.378,Lyngvejen 13,3720,Aakirkeby,Bornholm,Bornholm,3.6,3.31,4.79,G/F (Pre-Insulation),"Lyngvejen 13, 3720 Aakirkeby",6818.181640625,44.88288007507501,
"Bogholdervej 1A, 6623 Vorbasse",9.10536749,55.68310009,success,39106.215148547184,2024-02-25,2024Q1,32111,Townhouse,regular_sale,2000,700000,0.0,3,104.0,6730.769,Bogholdervej 1A,6623,Vorbasse,South jutland,Jutland,3.6,1.13,4.34,C (Modern),"Bogholdervej 1A, 6623 Vorbasse",6554.05419921875,2.696267659352963,Distant (>10km)
"Valdemarsgade 49A, 1. th, 1665 København V",12.54925628,55.66847285,success,8554.785496224082,2022-02-01,2022Q1,207676,Apartment,regular_sale,1885,3906000,0.0,2,65.0,60092.31,"Valdemarsgade 49A, 1. th",1665,København V,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Valdemarsgade 49A, 1. th, 1665 København V",48780.48828125,23.18923141416766,Nearby (5-10km)
"Klarup Kirkevej 48, 9270 Klarup",10.0518303,57.01052448,success,9091.053165743786,2022-01-07,2022Q1,214485,Villa,regular_sale,1968,2600000,0.0,5,145.0,17931.035,Klarup Kirkevej 48,9270,Klarup,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Klarup Kirkevej 48, 9270 Klarup",11948.529296875,50.06897259681704,Nearby (5-10km)
"Carl Jacobsens Vej 14T, 4. th, 2500 Valby",12.51911268,55.65330153,success,8579.102171304192,2024-06-26,2024Q2,1507349,Apartment,regular_sale,2017,6750000,0.0,4,131.0,51526.72,"Carl Jacobsens Vej 14T, 4. th",2500,Valby,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,B/A (High Efficiency),"Carl Jacobsens Vej 14T, 4. th, 2500 Valby",32500.0,58.54375,Nearby (5-10km)
"Orionvej 1, 9200 Aalborg SV",9.90386015,57.01850682,success,7346.129090623983,2022-09-07,2022Q3,153959,Villa,regular_sale,1964,2175000,-5.0,4,120.0,18125.0,Orionvej 1,9200,Aalborg SV,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Orionvej 1, 9200 Aalborg SV",13020.8330078125,39.20000348000009,Nearby (5-10km)
"Marienborg Alle 109, 2860 Søborg",12.50184116,55.73684312,success,1718.723810064728,2023-02-24,2023Q1,121428,Villa,regular_sale,1929,5895000,-2.0,5,110.0,53590.91,Marienborg Alle 109,2860,Søborg,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Marienborg Alle 109, 2860 Søborg",25953.947265625,106.48462296611463,Close (1-5km)
"Hovedvejen 56, 3330 Gørløse",12.1903567,55.87597261,success,11434.208705011852,2022-05-29,2022Q2,176046,Farm,regular_sale,1870,5750000,-15.0,6,250.0,23000.0,Hovedvejen 56,3330,Gørløse,North Zealand,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Hovedvejen 56, 3330 Gørløse",14942.05224609375,53.92798540115407,Distant (>10km)
"Hans Tausens Vej 28, 9800 Hjørring",9.99604005,57.46830256,success,43108.511030533424,2024-07-19,2024Q3,1078659,Townhouse,regular_sale,1968,525000,-4.0,4,90.0,5833.3335,Hans Tausens Vej 28,9800,Hjørring,North jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Hans Tausens Vej 28, 9800 Hjørring",9471.154296875,-38.40947667784851,Distant (>10km)
"Polarisvej 3, 3210 Vejby",12.13554911,56.07855817,success,7745.58809368716,2024-03-13,2024Q1,27744,Summerhouse,regular_sale,1976,3800000,0.0,4,113.0,33628.32,Polarisvej 3,3210,Vejby,North Zealand,Zealand,3.6,1.13,4.34,E (Minimal),"Polarisvej 3, 3210 Vejby",16163.79296875,108.04721006706008,Nearby (5-10km)
"Under Elmene 16, 4. th, 2300 København S",12.59873157,55.66518903,success,9755.177661921249,2023-03-23,2023Q1,115111,Apartment,regular_sale,1918,3100000,4.0,2,60.0,51666.668,"Under Elmene 16, 4. th",2300,København S,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Under Elmene 16, 4. th, 2300 København S",35377.359375,46.04444447388889,Nearby (5-10km)
"Engdalsvej 71A, st. tv, 8220 Brabrand",10.12011539,56.15060365,success,68422.91612239124,2022-04-25,2022Q2,185074,Apartment,regular_sale,1968,2148000,-2.0,3,84.0,25571.428,"Engdalsvej 71A, st. tv",8220,Brabrand,East & mid jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Engdalsvej 71A, st. tv, 8220 Brabrand",18070.865234375,41.50638280303359,Distant (>10km)
"Kastanievænget 1, 4681 Herfølge",12.14039773,55.41589686,success,22494.10341995961,2024-01-16,2024Q1,42920,Villa,regular_sale,1971,6500000,0.0,3,128.0,50781.25,Kastanievænget 1,4681,Herfølge,Other islands,Zealand,3.6,1.13,4.34,E (Minimal),"Kastanievænget 1, 4681 Herfølge",15237.03076171875,233.27523448716744,Distant (>10km)
